,complexity,loss,equation,score,sympy_format,lambda_format
0,1,37.513058,5.873741,0.0,5.87374100000000,PySRFunction(X=>5.87374100000000)
1,2,33.21632,sqrt(C_in),0.1216477642891203,sqrt(C_in),PySRFunction(X=>sqrt(C_in))
2,3,8.843564,C_in / 1.9194703,1.3233513585881662,C_in/1.9194703,PySRFunction(X=>C_in/1.9194703)
3,5,8.4887705,(C_in / 2.0646865) + 0.81667084,0.02047289520814688,C_in/2.0646865 + 0.81667084,PySRFunction(X=>C_in/2.0646865 + 0.81667084)
4,6,1.8313545,C_in * exp(Distance / -765.48627),1.5336883154024055,C_in*exp(Distance/(-765.48627)),PySRFunction(X=>C_in*exp(Distance/(-765.48627)))
5,8,1.0198215,C_in * exp((Distance / Area) / -21.663555),0.2927141225098137,C_in*exp(Distance/((-21.663555)*Area)),PySRFunction(X=>C_in*exp(Distance/((-21.663555)*Area)))
6,10,0.76239604,exp(((Distance / Area) + 2.4697359) / -25.32384) * C_in,0.1454583663806733,C_in*exp((2.4697359 + Distance/Area)/(-25.32384)),PySRFunction(X=>C_in*exp((2.4697359 + Distance/Area)/(-25.32384)))
7,11,0.7623579,(sqrt(exp(Distance / (Area * -12.636201))) * C_in) / 1.1011757,5.002774415912384e-05,0.908120293609821*C_in*sqrt(exp(-0.0791377091896528*Distance/Area)),PySRFunction(X=>0.908120293609821*C_in*sqrt(exp(-0.0791377091896528*Distance/Area)))
8,12,0.6478864,(exp(Distance / (Area / -0.06148815)) + 0.22888154) * (C_in * 0.77467597),0.16270075811658108,(exp(Distance/((Area/(-0.06148815)))) + 0.22888154)*C_in*0.77467597,PySRFunction(X=>(exp(Distance/((Area/(-0.06148815)))) + 0.22888154)*C_in*0.77467597)
9,13,0.49323243,((log(V_in) * 0.07438485) + exp(Distance / (Area / -0.03792763))) * C_in,0.2727348489555629,C_in*(0.07438485*log(V_in) + exp(-0.03792763*Distance/Area)),PySRFunction(X=>C_in*(0.07438485*log(V_in) + exp(-0.03792763*Distance/Area)))
10,15,0.33469486,((sqrt(V_in) * 0.22069506) + exp(Distance / (Area / -0.053346567))) * (C_in / 1.230827),0.19388063616158582,0.812461865071208*C_in*(0.22069506*sqrt(V_in) + exp(-0.053346567*Distance/Area)),PySRFunction(X=>0.812461865071208*C_in*(0.22069506*sqrt(V_in) + exp(-0.053346567*Distance/Area)))
11,17,0.31576943,((sqrt(V_in) * 0.20711268) + (exp(Distance / (Area / -0.056100376)) / 1.2254988)) * (C_in + -0.33828527),0.029103477850267578,(C_in - 0.33828527)*(0.20711268*sqrt(V_in) + 0.815994271067422*exp(-0.056100376*Distance/Area)),PySRFunction(X=>(C_in - 0.33828527)*(0.20711268*sqrt(V_in) + 0.815994271067422*exp(-0.056100376*Distance/Area)))
12,19,0.31169873,(C_in * (exp(Distance / (Area / -0.060211085)) / 1.2726338)) + (C_in * (0.26092082 / exp(0.1799683 / V_in))),0.006487591514112448,C_in*exp(Distance/((Area/(-0.060211085))))/1.2726338 + C_in*0.26092082/exp(0.1799683/V_in),PySRFunction(X=>C_in*exp(Distance/((Area/(-0.060211085))))/1.2726338 + C_in*0.26092082/exp(0.1799683/V_in))
13,20,0.30800575,((C_in / 1.2665256) * exp(Distance / (Area / -0.05873349))) + (C_in * ((V_in * 0.2869057) / (V_in + 0.3467224))),0.011918660703965736,C_in*V_in*0.2869057/(V_in + 0.3467224) + C_in*exp(Distance/((Area/(-0.05873349))))/1.2665256,PySRFunction(X=>C_in*V_in*0.2869057/(V_in + 0.3467224) + C_in*exp(Distance/((Area/(-0.05873349))))/1.2665256)
14,22,0.29974797,((C_in + -0.40377817) * (exp(Distance / (Area / -0.05926942)) / 1.241496)) + ((V_in * (0.31308818 * C_in)) / (0.40767208 + V_in)),0.013588215028025038,V_in*0.31308818*C_in/(V_in + 0.40767208) + (C_in - 0.40377817)*exp(Distance/((Area/(-0.05926942))))/1.241496,PySRFunction(X=>V_in*0.31308818*C_in/(V_in + 0.40767208) + (C_in - 0.40377817)*exp(Distance/((Area/(-0.05926942))))/1.241496)
15,24,0.2971088,((((C_in + -0.6651379) * exp(Distance / (Area / -0.05928319))) / 1.225768) - -0.17473778) + ((V_in * (C_in * 0.295701)) / (V_in + 0.40803945)),0.0044218099439214805,V_in*C_in*0.295701/(V_in + 0.40803945) + (C_in - 0.6651379)*exp(Distance/((Area/(-0.05928319))))/1.225768 - 1*(-0.17473778),PySRFunction(X=>V_in*C_in*0.295701/(V_in + 0.40803945) + (C_in - 0.6651379)*exp(Distance/((Area/(-0.05928319))))/1.225768 - 1*(-0.17473778))
16,25,0.2964077,(exp(Distance / (Area / -0.05431731)) * (C_in / 1.2173172)) + ((V_in * C_in) * (0.28200427 / (V_in + exp((1.2973 / Area) / -0.06639185)))),0.0023625301945337024,V_in*C_in*0.28200427/(V_in + exp(1.2973/((-0.06639185)*Area))) + C_in*exp(Distance/((Area/(-0.05431731))))/1.2173172,PySRFunction(X=>V_in*C_in*0.28200427/(V_in + exp(1.2973/((-0.06639185)*Area))) + C_in*exp(Distance/((Area/(-0.05431731))))/1.2173172)
