,Loss
0,23.38934193831468
1,17.60880474316139
2,17.342736800784085
3,17.314258128967314
4,17.233480131616012
5,17.228576883572067
6,17.172849410497037
7,17.028807415488764
8,17.089265970260254
9,17.165239797159845
10,17.034364577788025
11,17.19727249409244
12,16.994072344949178
13,17.054269926871473
14,17.063779732510362
15,16.95260574149343
16,16.97556647113596
17,16.94555137440183
18,17.097778060675964
19,16.922533137390694
20,16.999920879010418
21,16.891244554203077
22,16.971194545698403
23,16.945109168825184
24,17.020862887175216
25,16.91667040265805
26,16.841800182596057
27,16.936310672982884
28,16.90418959577873
29,16.964893672799526
30,16.93837298215761
31,16.89409324810794
32,16.900386236153114
33,16.763120809148596
34,16.933036234558823
35,16.87963980120994
36,17.05498635995275
37,16.889305065653875
38,16.95704580572907
39,16.860669607966106
40,16.890911735072713
41,16.802949274434944
42,16.787071180813513
43,16.943803344252206
44,16.75328094312506
45,16.766871939970724
46,16.784688300194556
47,16.84573475063813
48,16.86198116471908
49,16.749446510084255
50,16.784004143701395
51,16.786808863425225
52,16.861854303854628
53,16.71458453910193
54,16.82964469406901
55,16.786736062502808
56,16.740390675591335
57,16.817994993632706
58,16.88832303008882
59,16.76656668682963
60,16.82024355306209
61,16.90278813660267
62,16.73338540268134
63,16.875038429855323
64,16.76397820006084
